gender,age,location,purchase_amount,down_payment,installment_amount,installments,payment_status,product_category,merchant_name,customer_income,credit_score,late_payments,fraud_flag
Female,46,Sheffield,1495.95,123.4,266.77,2,Ongoing,Home,eBay,5817.62,720,0,0
Female,21,London,730.95,216.19,77.07,10,Paid,Beauty,Zara,6168.12,479,1,0
Other,39,Birmingham,786.02,448.17,113.34,10,Paid,Fashion,Currys,9585.44,717,2,0
Male,63,London,1771.34,452.17,145.57,10,Paid,Fashion,eBay,6730.62,682,0,0
Other,27,Birmingham,230.91,37.04,233.71,10,Ongoing,Groceries,Argos,2313.79,323,0,0
Other,27,Leeds,933.41,188.65,52.47,3,Missed,Home,Argos,5374.86,834,0,0
Female,46,London,1714.35,237.5,139.52,11,Missed,Groceries,Argos,9804.6,336,0,0
Male,61,Manchester,934.33,95.48,125.01,3,Paid,Beauty,Currys,9909.92,541,0,0
Male,32,Birmingham,331.0,182.65,68.55,4,Ongoing,Electronics,eBay,8616.57,533,5,0
Male,56,Leeds,1716.08,289.37,221.12,6,Ongoing,Electronics,eBay,1800.63,733,0,0
Other,44,Liverpool,365.6,413.5,169.09,5,Ongoing,Electronics,Zara,7354.26,674,0,0
Female,53,Leeds,88.58,85.89,117.76,8,Paid,Fashion,eBay,1061.66,847,1,0
Female,27,Liverpool,352.44,254.96,76.94,8,Ongoing,Groceries,Asda,5261.13,485,1,0
Other,20,Birmingham,988.9,337.44,22.87,11,Ongoing,Beauty,Tesco,4458.79,542,2,0
Male,63,Glasgow,934.82,210.35,292.92,7,Ongoing,Sports,Argos,6258.87,345,3,0
Other,22,Liverpool,672.88,298.3,273.31,3,Ongoing,Sports,eBay,4609.55,434,0,0
Other,45,Glasgow,722.36,418.97,213.6,8,Missed,Electronics,Zara,3323.52,479,1,0
Female,56,London,1194.72,215.12,86.11,9,Missed,Fashion,Tesco,7246.57,545,0,0
Female,25,Glasgow,1328.96,252.64,249.67,6,Ongoing,Groceries,Zara,8373.26,344,2,0
Female,62,Liverpool,264.86,481.96,297.78,8,Paid,Home,Nike,3777.7,397,0,0
Other,51,Sheffield,78.16,462.57,239.18,1,Ongoing,Fashion,Tesco,4639.92,308,2,0
Male,47,Sheffield,350.83,353.6,19.08,6,Paid,Fashion,Currys,8380.72,731,0,0
Other,29,Manchester,1147.2,177.37,59.7,7,Missed,Groceries,Zara,2395.33,494,0,0
Other,23,Liverpool,914.5,20.44,31.58,7,Missed,Home,eBay,1775.59,494,1,0
Male,45,Glasgow,734.7,134.78,107.2,8,Paid,Beauty,Zara,1560.12,644,0,0
Female,24,Manchester,1586.35,81.37,178.32,8,Paid,Sports,Nike,4821.76,684,1,0
Other,42,Leeds,1527.97,273.38,161.64,6,Ongoing,Electronics,Argos,7146.58,628,4,0
Male,42,Sheffield,1715.65,235.17,290.26,6,Paid,Beauty,Asda,9650.37,360,2,0
Female,59,Birmingham,807.47,435.49,20.3,2,Paid,Electronics,Tesco,3273.31,508,3,0
Female,25,Sheffield,1026.56,351.81,90.05,1,Paid,Groceries,Argos,1184.91,811,1,0
Other,62,Liverpool,837.39,92.37,290.65,6,Paid,Beauty,Asda,4207.31,652,0,0
Other,20,Manchester,1586.03,295.98,228.6,2,Missed,Beauty,Nike,6620.21,583,1,0
Other,43,Manchester,1602.4,382.05,274.2,5,Missed,Fashion,Asda,9166.52,833,0,0
Other,31,Sheffield,220.51,222.98,95.89,10,Missed,Sports,eBay,6721.5,447,4,0
Male,21,London,935.89,303.59,190.35,11,Ongoing,Groceries,Argos,5153.8,670,2,0
Female,54,Manchester,1909.41,480.31,200.06,6,Paid,Fashion,Zara,5773.37,689,1,0
Female,37,Leeds,596.55,387.9,101.49,6,Paid,Home,Tesco,5726.58,564,4,0
Other,40,Leeds,1252.87,130.91,113.54,10,Missed,Sports,eBay,1476.01,696,1,0
Other,50,Liverpool,1411.9,465.96,264.36,6,Missed,Fashion,Asda,4931.79,307,0,0
Male,34,London,650.25,248.65,240.69,1,Paid,Sports,Nike,3093.7,670,0,0
Male,40,Glasgow,1913.47,335.04,48.18,6,Ongoing,Groceries,Amazon,7822.44,453,2,0
Male,23,London,1162.58,382.7,136.87,4,Paid,Sports,Nike,1715.79,645,0,0
Male,37,Leeds,1159.37,57.59,217.04,8,Ongoing,Groceries,Asda,5087.28,822,1,0
Female,52,Sheffield,837.64,204.48,174.63,8,Missed,Groceries,Tesco,7664.23,737,0,0
Female,60,Liverpool,1051.87,215.6,45.81,3,Paid,Home,Asda,9076.92,811,0,0
Other,26,Birmingham,198.59,442.01,37.23,9,Ongoing,Home,Zara,2219.82,593,0,0
Female,51,Manchester,749.05,335.28,81.89,7,Ongoing,Sports,eBay,1523.45,579,1,0
Male,53,Liverpool,572.5,114.65,16.82,9,Missed,Sports,Zara,8928.36,503,1,0
Male,53,Sheffield,173.18,49.51,17.41,2,Ongoing,Groceries,Tesco,5618.06,400,1,0
Male,40,Sheffield,1595.96,27.51,205.94,2,Missed,Groceries,Zara,7384.34,400,1,0
Other,33,Leeds,253.64,185.86,270.73,9,Ongoing,Fashion,Amazon,5836.0,748,1,0
Female,22,Birmingham,948.39,80.31,57.68,6,Paid,Home,Currys,4444.23,496,1,0
Other,62,Glasgow,1022.24,225.95,53.25,2,Ongoing,Beauty,Zara,4480.46,838,0,0
Male,31,Liverpool,454.76,340.71,119.67,3,Missed,Sports,Asda,1666.05,610,1,0
Female,45,Birmingham,618.68,230.52,299.6,7,Missed,Beauty,Nike,2683.06,703,0,0
Female,20,Glasgow,589.65,133.46,39.5,1,Missed,Sports,Zara,7247.14,632,1,0
Female,21,Birmingham,326.45,287.39,35.72,3,Ongoing,Fashion,Zara,4370.74,684,0,0
Other,46,Sheffield,964.89,316.37,205.28,9,Ongoing,Electronics,Asda,4261.56,436,0,0
Other,52,Leeds,193.05,216.72,286.79,2,Missed,Beauty,Nike,6511.85,562,1,0
Male,44,Leeds,521.72,97.77,207.8,2,Missed,Home,Tesco,6621.69,593,1,0
Other,44,London,1732.42,245.27,141.06,9,Ongoing,Beauty,Nike,7169.91,332,1,0
Other,40,Sheffield,1237.43,454.3,187.07,6,Missed,Beauty,Argos,2296.27,525,0,0
Male,44,Sheffield,430.9,435.44,274.76,8,Ongoing,Groceries,Nike,1063.49,393,0,0
Other,35,Sheffield,1263.99,31.68,299.24,8,Missed,Beauty,Amazon,1942.09,568,1,0
Other,59,Leeds,485.5,463.59,49.01,11,Ongoing,Home,Amazon,4142.66,819,1,0
Other,54,London,1914.95,306.59,104.53,6,Paid,Groceries,Argos,7006.73,466,1,0
Male,18,Birmingham,1596.21,468.37,19.31,11,Paid,Groceries,Argos,2684.44,812,2,0
Female,64,Liverpool,1197.65,404.08,153.74,10,Paid,Electronics,Currys,1043.84,385,1,0
Other,25,Glasgow,1960.8,363.56,239.35,11,Paid,Groceries,Currys,3279.86,796,0,0
Female,29,Sheffield,969.96,495.74,52.9,4,Missed,Fashion,Asda,2348.85,611,0,1
Female,25,Glasgow,522.07,130.47,154.5,4,Missed,Sports,Asda,1631.52,468,2,0
Other,22,Sheffield,1896.77,246.24,256.95,7,Missed,Home,Argos,3780.47,752,0,0
Other,29,Sheffield,959.61,16.62,68.27,3,Ongoing,Sports,Tesco,7361.24,826,2,1
Other,39,Liverpool,322.45,264.73,71.98,3,Missed,Sports,Tesco,2349.94,452,1,0
Other,47,Glasgow,446.82,442.35,244.34,4,Ongoing,Electronics,Asda,9066.65,834,0,0
Male,19,London,1762.82,90.95,45.13,1,Ongoing,Home,eBay,8054.72,317,1,0
Female,35,Manchester,239.82,329.84,298.83,4,Missed,Beauty,Tesco,3659.49,525,2,0
Other,25,Liverpool,1215.1,352.72,277.17,4,Paid,Fashion,Asda,4531.37,478,2,1
Other,38,Manchester,1876.65,498.39,194.43,6,Paid,Groceries,Currys,2346.14,439,1,0
Male,58,Manchester,1091.29,404.36,37.66,9,Paid,Beauty,Amazon,4339.7,513,0,0
Female,20,Manchester,1792.74,327.11,238.42,10,Ongoing,Home,Amazon,7158.16,576,1,0
Other,21,Liverpool,118.21,434.54,212.42,9,Ongoing,Electronics,Amazon,5033.12,476,0,0
Male,54,Manchester,1805.79,29.87,126.68,1,Ongoing,Groceries,eBay,4512.66,733,0,0
Other,19,London,344.2,415.21,90.32,4,Ongoing,Sports,Argos,1877.75,586,0,0
Male,28,Birmingham,606.13,120.09,264.46,10,Missed,Fashion,Argos,7047.87,460,3,0
Male,51,London,1019.49,309.2,116.45,9,Paid,Fashion,Tesco,1457.81,850,1,0
Female,57,Leeds,458.41,385.36,150.9,7,Missed,Electronics,Asda,6497.95,316,3,0
Female,50,Sheffield,724.09,13.9,164.48,7,Paid,Electronics,Currys,9090.82,668,3,0
Male,36,Leeds,889.57,239.34,49.49,1,Ongoing,Groceries,Zara,5345.88,833,2,0
Other,32,Manchester,1150.88,414.73,159.09,3,Paid,Home,Asda,4613.12,306,1,0
Other,57,Birmingham,599.08,286.69,269.7,3,Ongoing,Groceries,Zara,7890.02,738,1,0
Other,58,Liverpool,493.41,293.25,89.74,2,Paid,Sports,Zara,2031.87,445,0,0
Other,24,Glasgow,672.09,120.37,88.5,9,Ongoing,Fashion,Asda,9326.99,666,2,0
Female,39,Glasgow,1649.44,317.45,238.73,10,Ongoing,Groceries,Zara,6514.93,655,0,0
Female,26,London,1714.48,386.26,65.95,8,Missed,Sports,Argos,6539.47,446,2,0
Male,33,London,1398.27,265.76,107.91,11,Paid,Home,Zara,2933.13,766,2,0
Male,64,Birmingham,452.43,75.55,117.68,7,Ongoing,Electronics,Argos,9285.28,324,2,0
Female,41,Leeds,373.81,377.56,21.66,7,Missed,Groceries,Tesco,6910.51,508,2,0
Female,63,London,1705.2,412.24,246.55,1,Missed,Groceries,Amazon,2016.03,724,1,0
Male,57,London,973.75,60.24,298.91,10,Paid,Beauty,Nike,7304.32,644,1,0
Female,55,Liverpool,512.1,140.07,213.44,8,Missed,Beauty,Tesco,6789.75,812,5,0
Female,24,Glasgow,88.24,422.06,241.51,1,Missed,Groceries,Zara,4281.6,735,1,0
Male,19,Birmingham,494.91,391.68,146.57,11,Paid,Beauty,Nike,4178.83,798,2,0
Other,22,Birmingham,1656.78,48.54,19.28,4,Ongoing,Home,Amazon,6451.51,366,1,0
Female,53,Birmingham,1579.29,417.25,23.28,11,Missed,Home,Nike,5570.8,524,1,0
Other,29,Sheffield,143.94,98.61,279.28,9,Missed,Home,Zara,6362.53,746,0,0
Male,42,Manchester,955.0,332.87,82.07,8,Missed,Beauty,Nike,9890.34,547,2,0
Female,31,London,332.01,198.8,238.64,3,Ongoing,Fashion,Nike,8264.51,782,0,0
Male,57,Liverpool,1744.53,96.35,229.23,7,Missed,Beauty,eBay,9513.43,427,0,0
Female,30,London,873.12,269.79,159.84,8,Ongoing,Electronics,Nike,8530.45,814,1,0
Male,63,Glasgow,76.47,235.67,53.2,1,Ongoing,Home,eBay,8059.43,394,0,0
Other,24,London,759.94,257.59,265.68,7,Missed,Groceries,Amazon,3012.44,593,1,0
Other,20,Manchester,655.2,288.28,248.78,10,Paid,Fashion,Currys,1584.78,350,2,0
Male,34,Sheffield,819.83,336.88,294.09,5,Missed,Fashion,Asda,9130.75,333,2,0
Male,56,Birmingham,1290.49,330.37,175.24,1,Ongoing,Fashion,Asda,8285.35,842,1,0
Other,26,Manchester,1603.97,80.84,184.17,1,Paid,Home,Currys,8244.79,662,0,0
Female,62,Leeds,428.31,55.78,189.15,4,Missed,Groceries,Zara,2956.01,474,2,0
Other,51,London,1903.68,429.5,165.28,6,Ongoing,Electronics,Nike,3103.2,313,1,0
Male,51,Birmingham,836.0,32.97,36.2,10,Missed,Fashion,Argos,7119.59,310,2,0
Female,37,London,1155.94,475.85,120.37,9,Missed,Fashion,eBay,5493.87,744,3,0
Female,58,Birmingham,1775.93,184.61,55.16,8,Missed,Fashion,Argos,7418.38,479,0,0
Male,23,Glasgow,1182.56,180.4,15.21,6,Paid,Electronics,Zara,6940.44,425,0,0
Female,23,Glasgow,961.26,141.86,173.38,7,Missed,Sports,Zara,1655.94,324,1,0
Other,58,Liverpool,383.53,53.93,174.52,8,Ongoing,Beauty,Zara,7749.33,709,2,0
Female,21,Sheffield,1717.39,163.18,145.03,10,Missed,Electronics,Argos,9379.83,411,3,0
Other,19,Leeds,1460.32,154.71,201.85,10,Paid,Home,Zara,7129.55,376,0,0
Other,56,London,495.96,291.12,179.11,10,Ongoing,Electronics,Asda,5223.95,771,0,0
Other,38,Leeds,306.7,224.25,157.95,9,Paid,Sports,Argos,5077.01,434,2,0
Female,25,London,1389.54,65.97,50.01,4,Missed,Groceries,Currys,9487.81,331,1,0
Male,33,Birmingham,731.37,467.64,154.0,3,Paid,Fashion,Amazon,5560.85,394,1,0
Male,41,Sheffield,922.5,361.76,190.76,10,Paid,Sports,Currys,3520.93,393,0,0
Male,43,London,1541.69,477.64,69.74,5,Ongoing,Sports,Argos,1062.06,698,0,1
Female,33,Birmingham,1754.06,146.63,175.03,9,Paid,Sports,Nike,2070.53,645,1,0
Other,25,Manchester,1052.23,385.25,127.98,10,Paid,Electronics,eBay,8936.86,845,1,0
Male,33,Glasgow,1916.02,37.05,191.09,2,Paid,Electronics,Amazon,2888.14,355,2,0
Female,45,Birmingham,509.6,46.26,91.35,2,Missed,Groceries,Currys,1700.51,445,0,0
Female,55,Leeds,661.38,363.02,250.48,8,Ongoing,Home,Nike,1016.02,438,0,0
Other,47,Leeds,1135.83,483.49,202.92,4,Paid,Home,Asda,7699.84,673,0,0
Male,28,London,1508.67,74.06,15.09,4,Paid,Fashion,Zara,9858.64,617,0,0
Other,24,Birmingham,159.04,52.42,62.08,5,Paid,Electronics,eBay,1550.62,767,2,0
Female,43,Sheffield,659.49,404.56,81.7,9,Ongoing,Home,Currys,2167.0,498,1,0
Male,30,Liverpool,1199.76,73.8,65.82,3,Missed,Sports,Asda,1131.67,434,0,0
Male,46,Glasgow,1820.99,66.17,132.71,2,Missed,Groceries,Argos,3946.91,636,1,0
Male,34,Sheffield,1782.39,428.43,279.96,11,Ongoing,Beauty,Zara,7589.58,361,0,0
Female,56,Manchester,1155.4,494.87,131.19,11,Paid,Groceries,Tesco,1463.79,347,2,0
Male,36,Glasgow,1610.95,483.26,237.19,8,Ongoing,Beauty,Tesco,7859.4,832,2,0
Male,29,Manchester,97.79,50.81,52.06,9,Paid,Electronics,Asda,2448.48,758,2,1
Female,62,Leeds,1966.32,462.77,197.13,10,Missed,Electronics,Argos,3054.29,352,1,0
Female,41,Sheffield,219.16,492.99,166.39,7,Paid,Beauty,Asda,8266.14,347,0,0
Female,18,Sheffield,1953.53,120.46,108.95,3,Missed,Groceries,Nike,1327.16,322,0,0
Female,21,Manchester,776.3,215.67,162.16,8,Missed,Beauty,eBay,7899.0,707,1,0
Male,37,London,1292.52,396.99,206.7,6,Paid,Sports,Asda,6142.45,693,0,0
Male,31,Liverpool,1559.83,268.95,23.22,3,Ongoing,Home,Nike,6809.83,638,0,0
Male,55,London,1793.91,231.62,59.1,8,Missed,Groceries,Tesco,8669.02,614,3,0
Male,27,Glasgow,1957.61,64.04,266.74,9,Paid,Beauty,Tesco,7586.06,639,1,0
Female,22,Glasgow,921.74,391.81,38.75,2,Paid,Fashion,Asda,7833.31,610,1,0
Male,52,Glasgow,383.36,115.19,161.32,1,Missed,Groceries,Asda,9412.59,710,0,0
Male,54,Liverpool,1667.0,429.7,100.22,6,Missed,Sports,Currys,1391.77,433,1,0
Other,36,Birmingham,965.38,83.13,282.99,7,Missed,Electronics,Zara,5334.44,801,1,0
Other,38,Leeds,781.44,339.64,233.12,2,Missed,Groceries,Nike,5732.27,752,0,0
Male,59,Birmingham,181.78,65.43,50.56,9,Ongoing,Electronics,Amazon,1330.3,729,2,0
Other,56,Leeds,269.08,258.53,42.9,7,Paid,Sports,Asda,2897.94,561,2,0
Male,38,Liverpool,305.34,400.23,118.27,4,Missed,Sports,Amazon,1766.39,764,2,0
Other,28,Liverpool,1283.51,93.74,178.72,7,Missed,Electronics,Tesco,8109.62,316,0,0
Female,44,Sheffield,710.09,133.28,132.91,3,Paid,Beauty,Asda,6838.41,346,2,0
Female,46,Manchester,1234.95,57.71,266.58,5,Ongoing,Beauty,Tesco,1464.04,580,2,0
Female,59,Manchester,1265.98,277.92,233.96,8,Paid,Home,Zara,4509.85,573,2,0
Male,24,Birmingham,1121.18,356.0,199.47,9,Ongoing,Groceries,Zara,3001.78,729,1,0
Female,56,Birmingham,1274.82,494.24,211.95,4,Missed,Groceries,Nike,7520.65,418,2,0
Male,28,London,283.06,461.15,45.37,10,Paid,Sports,Amazon,6957.28,522,1,0
Female,28,Sheffield,872.24,75.39,282.63,6,Paid,Electronics,Asda,7155.77,547,2,0
Other,59,Manchester,73.67,127.71,34.14,8,Ongoing,Beauty,Amazon,4923.6,426,2,0
Male,23,Sheffield,1598.94,119.29,150.08,4,Missed,Home,Tesco,8462.21,378,0,0
Female,28,Birmingham,423.77,429.34,213.77,11,Paid,Fashion,Tesco,8904.36,682,1,0
Female,41,Glasgow,422.5,414.03,280.34,9,Ongoing,Fashion,eBay,8127.39,724,0,0
Female,50,Liverpool,1604.31,486.33,290.48,11,Paid,Beauty,Tesco,5893.6,803,1,0
Male,44,Birmingham,1012.76,207.32,107.21,3,Ongoing,Beauty,eBay,6115.35,367,1,0
Other,62,Glasgow,1550.0,198.6,209.52,2,Paid,Sports,eBay,1469.99,387,0,0
Male,26,Leeds,694.26,450.29,262.98,8,Ongoing,Groceries,Argos,7598.02,822,0,0
Male,20,Liverpool,1727.39,413.48,171.52,7,Paid,Beauty,Currys,4475.96,753,2,0
Other,37,Birmingham,902.69,256.82,281.92,6,Paid,Fashion,Asda,6577.18,779,2,0
Male,61,London,426.53,150.22,291.7,11,Paid,Beauty,Asda,3890.92,493,0,0
Other,28,Birmingham,232.57,391.43,74.96,9,Paid,Electronics,Asda,2509.0,605,0,0
Female,51,Manchester,660.51,181.51,187.95,7,Paid,Home,Amazon,4588.38,426,3,1
Female,41,Sheffield,1728.77,478.04,81.99,2,Ongoing,Sports,eBay,3227.05,572,1,0
Female,43,Glasgow,980.69,259.59,291.79,1,Paid,Sports,Argos,4403.3,641,0,0
Male,33,Birmingham,1417.2,333.66,177.8,3,Ongoing,Sports,Nike,2223.79,396,1,0
Male,50,Manchester,295.54,396.57,249.21,6,Missed,Home,Tesco,5534.3,656,1,0
Male,57,Sheffield,797.71,445.1,226.64,10,Paid,Sports,Asda,3068.57,442,1,0
Other,57,Liverpool,1918.75,128.34,282.44,5,Missed,Home,Argos,8331.3,703,1,0
Other,57,Sheffield,745.63,344.82,207.59,5,Missed,Groceries,Argos,3273.21,586,1,0
Female,41,Leeds,631.41,425.61,241.72,10,Paid,Home,Asda,7661.23,501,0,0
Male,39,Manchester,1066.03,304.57,135.63,8,Paid,Fashion,Nike,6207.44,806,2,0
Male,38,Birmingham,875.05,395.52,72.6,2,Missed,Electronics,Currys,9037.22,505,1,0
Male,40,Glasgow,914.79,15.29,284.08,1,Missed,Sports,Nike,3252.48,532,0,0
Male,20,Leeds,887.22,207.49,29.17,5,Ongoing,Electronics,Currys,3561.17,710,2,0
Female,37,London,551.34,244.69,42.27,11,Missed,Sports,Zara,2220.32,842,1,0
Male,28,Birmingham,1576.5,431.32,124.82,4,Paid,Fashion,Argos,8776.83,726,0,0
Male,48,Sheffield,481.75,317.26,124.9,6,Ongoing,Sports,Amazon,2288.73,839,1,0
Male,54,Liverpool,1477.39,143.49,39.59,7,Ongoing,Home,Asda,4835.74,370,2,0
Other,56,Sheffield,90.97,346.02,108.22,4,Paid,Electronics,Zara,8616.83,340,1,0
Other,41,Birmingham,510.36,497.05,76.46,2,Paid,Groceries,Amazon,7227.72,348,0,0
Other,60,Birmingham,849.33,486.62,34.88,4,Missed,Home,Amazon,1783.63,436,1,0
Male,45,Glasgow,1980.8,217.38,125.71,9,Paid,Groceries,eBay,1937.57,832,1,0
Other,36,Manchester,245.89,377.81,254.24,3,Ongoing,Home,Amazon,4853.52,394,1,0
Other,40,London,297.02,433.77,216.62,4,Ongoing,Groceries,Currys,9783.88,694,0,0
Male,51,Manchester,1865.12,466.43,168.28,3,Ongoing,Groceries,Amazon,7936.7,548,0,0
Female,59,Glasgow,198.54,293.04,262.41,8,Ongoing,Groceries,Currys,2663.26,826,0,0
Female,23,Liverpool,471.65,447.07,65.75,11,Ongoing,Beauty,Zara,1480.19,658,1,0
Male,63,London,1766.4,81.81,160.45,5,Ongoing,Electronics,Tesco,1839.87,784,1,0
Female,20,Sheffield,1488.53,395.44,113.14,1,Ongoing,Fashion,Nike,9524.01,539,0,0
Male,33,Glasgow,406.23,345.52,147.19,6,Paid,Fashion,eBay,2230.64,348,1,0
Female,29,London,846.51,25.0,131.71,9,Ongoing,Home,Nike,9016.66,804,1,0
Male,19,Leeds,1776.07,384.63,285.99,1,Ongoing,Beauty,Argos,8028.64,539,1,1
Male,56,Liverpool,1510.75,399.16,164.84,7,Paid,Electronics,Tesco,2597.84,302,0,0
Male,25,Glasgow,1917.12,475.21,45.28,7,Ongoing,Electronics,Nike,4159.92,348,1,0
Other,46,Manchester,285.02,48.27,220.08,3,Paid,Home,Amazon,2552.6,485,0,0
Female,51,Sheffield,1043.51,413.42,287.12,11,Paid,Fashion,Zara,3606.51,583,2,0
Female,21,Sheffield,1598.13,143.43,230.43,6,Ongoing,Groceries,Argos,9040.76,722,1,0
Female,52,Sheffield,147.62,112.88,67.73,11,Ongoing,Home,Argos,3744.52,827,0,0
Other,27,Manchester,1843.47,344.37,196.0,1,Paid,Groceries,Argos,7383.28,492,2,0
Other,18,Birmingham,1071.35,228.76,69.39,1,Missed,Home,Asda,3867.71,793,2,0
Female,60,Birmingham,477.2,147.87,179.7,6,Paid,Sports,Argos,6819.96,759,1,0
Female,39,Birmingham,1154.36,458.73,33.09,9,Paid,Home,Currys,3552.95,652,3,0
Male,50,Glasgow,184.61,368.57,196.69,1,Ongoing,Home,Zara,5142.73,755,0,0
Other,43,Manchester,924.5,291.89,204.73,6,Ongoing,Electronics,Argos,7105.35,842,1,0
Female,19,Leeds,520.82,202.65,138.06,6,Ongoing,Home,Currys,3089.84,437,1,0
Male,19,Glasgow,132.9,414.5,250.55,3,Ongoing,Home,eBay,3396.45,526,0,0
Other,53,Liverpool,880.13,253.0,19.82,3,Ongoing,Electronics,Currys,7373.48,833,2,0
Female,19,Birmingham,616.6,382.25,252.55,6,Ongoing,Beauty,eBay,4018.53,734,1,0
Other,63,London,1022.36,374.24,99.88,4,Paid,Sports,Amazon,9388.84,625,2,0
Male,24,Leeds,869.94,336.01,202.46,3,Missed,Home,Zara,7434.81,811,1,0
Other,50,Leeds,981.22,70.67,259.51,9,Missed,Groceries,Argos,9436.85,656,0,0
Female,30,Birmingham,1586.96,431.3,158.14,11,Missed,Sports,Currys,3843.3,433,0,0
Other,35,Sheffield,321.29,219.97,254.21,2,Missed,Home,Zara,3123.16,741,0,0
Male,59,Birmingham,485.56,473.89,278.29,8,Missed,Home,Nike,6621.85,451,0,0
Male,54,Leeds,465.42,390.91,71.84,5,Missed,Electronics,Amazon,6000.18,654,1,0
Female,62,Birmingham,1682.25,27.46,292.42,10,Ongoing,Sports,Asda,3059.31,538,0,0
Female,26,London,1408.4,397.57,264.53,9,Ongoing,Fashion,Nike,1473.31,309,0,0
Male,25,Leeds,600.61,100.74,174.06,8,Paid,Beauty,Currys,8837.05,682,0,1
Female,25,Manchester,1748.87,340.86,295.27,9,Missed,Sports,Tesco,3618.62,575,0,0
Female,40,Glasgow,534.35,456.76,292.09,5,Ongoing,Home,Currys,8080.59,759,0,0
Female,20,Birmingham,724.78,315.04,96.07,10,Missed,Beauty,Currys,6198.69,387,0,0
Female,39,London,1205.94,448.49,161.47,4,Paid,Electronics,Nike,7721.66,504,3,0
Male,28,Glasgow,1083.14,401.33,86.19,6,Paid,Beauty,eBay,4970.88,708,0,0
Male,48,London,1125.87,484.0,141.91,6,Paid,Fashion,Tesco,5058.83,628,2,0
Female,32,Birmingham,497.35,455.82,91.8,8,Ongoing,Beauty,Nike,5404.27,698,0,0
Female,60,London,1865.24,174.27,99.59,3,Ongoing,Electronics,Tesco,2065.92,551,4,0
Male,64,London,108.49,102.57,119.63,2,Paid,Electronics,Zara,7292.74,671,2,0
Male,49,Sheffield,79.54,178.62,188.11,4,Missed,Sports,Currys,3220.3,594,2,0
Other,53,Sheffield,1456.1,74.37,38.12,5,Missed,Groceries,Zara,4873.06,830,0,0
Male,38,Leeds,1989.63,109.44,279.91,10,Ongoing,Electronics,eBay,8983.55,770,1,0
Male,51,London,222.0,411.41,67.15,7,Paid,Groceries,Asda,9154.43,593,0,0
Other,52,Manchester,1167.84,159.53,182.28,8,Paid,Electronics,Amazon,6678.78,780,0,0
Other,59,Birmingham,1714.01,236.82,74.64,11,Missed,Home,eBay,3043.15,741,1,0
Male,22,London,1185.57,55.92,294.55,6,Ongoing,Fashion,Asda,1902.49,649,1,0
Other,40,Manchester,746.37,34.72,82.23,3,Missed,Electronics,Tesco,8890.97,820,1,0
Other,20,Leeds,914.48,120.78,240.18,7,Paid,Groceries,Currys,7031.12,436,1,0
Female,56,Leeds,1442.09,420.47,75.49,3,Missed,Sports,Nike,9527.32,342,0,0
Male,21,Manchester,1789.43,385.94,88.88,10,Missed,Sports,Zara,1950.24,625,0,0
Female,53,Glasgow,303.89,132.15,281.89,1,Paid,Sports,Amazon,7621.71,313,0,0
Female,50,Manchester,954.0,77.73,78.55,5,Missed,Sports,Zara,8857.92,763,1,0
Other,41,Sheffield,1626.23,142.13,98.14,4,Paid,Groceries,eBay,8172.1,527,3,0
Male,42,Manchester,1011.38,292.91,76.89,1,Paid,Fashion,eBay,4333.27,320,3,0
Other,58,Liverpool,1104.7,259.25,130.45,6,Ongoing,Electronics,Argos,1828.01,642,3,0
Other,55,Sheffield,1032.26,429.83,119.7,9,Ongoing,Groceries,eBay,6045.46,573,0,1
Female,32,London,224.75,263.9,293.24,10,Ongoing,Sports,Zara,5826.29,445,0,0
Other,43,Leeds,369.06,16.23,120.19,3,Missed,Electronics,Amazon,7028.94,304,1,0
Male,30,Leeds,1960.81,235.4,122.45,9,Paid,Sports,Currys,3196.97,476,0,1
Other,50,Leeds,1963.78,235.92,284.54,1,Paid,Fashion,Amazon,3186.7,701,0,0
Other,55,Birmingham,220.92,268.27,129.58,7,Missed,Electronics,Amazon,6778.27,438,0,0
Male,21,Glasgow,192.86,210.86,204.13,11,Missed,Fashion,eBay,8386.71,376,1,1
Other,45,Leeds,1733.77,133.06,160.13,8,Paid,Home,Nike,4373.14,784,0,0
Female,37,London,1977.03,180.61,202.51,8,Missed,Sports,Tesco,3304.16,660,1,0
Other,36,Manchester,1251.8,261.96,37.55,2,Paid,Home,Asda,9280.21,357,0,0
Female,58,Manchester,1532.26,168.91,67.93,7,Paid,Electronics,eBay,2970.27,466,0,0
Other,54,Liverpool,430.65,322.83,60.25,10,Ongoing,Home,eBay,6046.45,701,0,0
Female,54,Glasgow,163.67,292.68,238.71,8,Ongoing,Fashion,Currys,8379.78,470,0,0
Male,30,Glasgow,1209.38,32.55,101.14,11,Ongoing,Electronics,Zara,3027.67,627,2,0
Other,26,Glasgow,1923.07,392.01,22.2,2,Paid,Fashion,Zara,6049.1,567,1,0
Female,37,Birmingham,111.16,221.63,283.46,2,Ongoing,Groceries,Currys,8728.56,646,1,0
Other,58,Glasgow,975.29,141.85,235.02,8,Ongoing,Beauty,eBay,7615.97,793,1,0
Female,41,Manchester,227.15,182.36,27.22,2,Paid,Sports,eBay,5719.63,619,1,0
Male,44,Leeds,709.45,219.88,225.64,6,Missed,Beauty,Tesco,6301.13,680,0,0
